"
ISic",type wip,subtype dropdown,subtype old,subtype,,Ancient place,Date after,Date before,Type of text,Execution ,Language,Link to image,Museum,ref,,test batch,subtype old,,subtype work in progress,formation,details,placeName,category,text description,macro description,micro description,Notes and comments,certainty,", likely ",location,data to check,Udden–Wentworth scale (BGS),matrix/cement,classification Folk,classification Dunham,unit,formation,member,location,geological age,"visually assessed polished (compact), smooth (soft), rough",-supported,brecciated?,visually assessed colour (fresh cut),visually assessed colour (alteration),veined?,visually assessed visible porosity,stylolites?,predominant grain size by class,predominant crystal size by class,visually assessed homogeneity of grainsize,,OM?,OM grains bio,DM grains bio,DM observations,OM dolomite crystals,DM dolomite crystals,OM grains ooids,OM grains pisoids,OM grains oncoids,OM grains peloids,OM grains intra,OM grains extra,OM grains extra description,OM bio grains description,OM grains extra granulometry max (mm),OM matrix micrite,OM cement sparite,OM cement druse,OM cement fibrous,OM quartz,OM quartz granulometry min (mm),OM quartz granulometry max (mm),OM microsparite and sparite (%),OM micrite (%),glauconite,plagioclase,feldspars,limonite,pyrite,apatite,Fe OX-HOX,chert,dolomite,smell,XRD?,Calcite,Magnesian calcite,Dolomite,Aragonite,Quartz,Fe-oxihydroxides,Clay Minerals,Alkali_Feldspar,Plagioclase,Pyroxene,Sulphates,Sulphides,Olivine,Graphite,other,pXRF?,CaO,SiO2,K2O,Fe2O3,As,Au,Co,pXRF Cr,Cu,Fe,Hg,Mn,Nb,Pb,Rb,Sr,Th,Ti,Y,Zn,Zr
ISic001891,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,"compact whitish limestone with chonchoidal fracture and veins, likely tipo scaglia (SCA, AMM) (wackestone with foraminifera).",compact whitish limestone with chonchoidal fracture and veins,wackestone with foraminifera,,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,polished,grain,no,whitish,,yes,no,no,sand,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001894,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,"compact whitish limestone with chonchoidal fracture and veins, likely tipo scaglia (SCA, AMM) (wackestone with foraminifera).",compact whitish limestone with chonchoidal fracture and veins,wackestone with foraminifera,,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,polished,grain,no,whitish,,yes,no,no,sand,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001908,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,no,calcilutite,calcilutite,calcilutite ,,,,tipo scaglia,"compact whitish limestone with chonchoidal fracture and veins, likely tipo scaglia (SCA, AMM) (wackestone with foraminifera (globigerinoids, globotruncanids)).",compact whitish limestone with chonchoidal fracture and veins,"wackestone with foraminifera (globigerinoids, globotruncanids)",,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,smooth,,no,cream white,,no,no,no,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003400,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",veined,,,,,,,,,,,,,,unspecified,,,,,"compact whitish limestone with chonchoidal fracture and veins, likely tipo scaglia (SCA, AMM) (wackestone with foraminifera (globigerinoids, globotruncanids)).",compact whitish limestone with chonchoidal fracture and veins,"wackestone with foraminifera (globigerinoids, globotruncanids)",,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,polished,,no,white,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003457,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,"compact whitish limestone with chonchoidal fracture, red specks and veins, likely tipo scaglia (SCA, AMM) (wackestone with foraminifera (globigerinoids, globotruncanids)).","compact whitish limestone with chonchoidal fracture, red specks and veins","wackestone with foraminifera (globigerinoids, globotruncanids)",,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,polished,matrix,no,white,yellow,yes,no,yes,mud,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003460,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,no,scaglia_FM,scaglia_FM,calcilutite,amerillo,,,tipo scaglia,"compact whitish limestone with chonchoidal fracture, veins and stylolites, likely tipo scaglia (SCA, AMM) (wackestone with planktonic foraminifera: globigerinoids, globotruncanids and fine calcite veins).","compact whitish limestone with chonchoidal fracture, veins and stylolites","wackestone with planktonic foraminifera: globigerinoids, globotruncanids and fine calcite veins",,,"tipo scaglia (SCA, AMM)",,,,wackestone-packstone,,,sicanian,amerillo,,,,polished,matrix,no,white,yellow,yes,no,yes,mud,micrite,,,yes,yes,yes,,,,,,,,,,,planktonic foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003462,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,no,scaglia_FM,scaglia_FM,calcilutite,amerillo,,,tipo scaglia,"compact whitish limestone with chonchoidal fracture, veins and stylolites, likely tipo scaglia (SCA, AMM) (packstone with planktonic foraminifera, sponge spiculae).","compact whitish limestone with chonchoidal fracture, veins and stylolites","packstone with planktonic foraminifera, sponge spiculae",,,"tipo scaglia (SCA, AMM)",,,,wackestone-packstone,,,sicanian,amerillo,,,,polished,grain,no,grey,whitish,yes,no,no,sand,sparite,,,yes,yes,no,,,,,,,,,,,planktonic foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003686,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,"compact white limestone with conchoidal fracture, likely tipo scaglia (SCA, AMM) (wackestone with foraminifera (?) and thin veins).",compact white limestone with conchoidal fracture,wackestone with foraminifera (?) and thin veins,,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,polished,grain,no,white,whitish,yes,no,yes,mud,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004368,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,,,,unspecified,,,,,"compact white limestone with conchoidal fracture, likely tipo scaglia (SCA, AMM) (wackestone with foraminifera (?) and thin veins).",compact white limestone with conchoidal fracture,wackestone with foraminifera (?) and thin veins,,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004396,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,"compact white limestone with conchoidal fracture, likely tipo scaglia (SCA, AMM) (wackestone with foraminifera (?) and thin veins).",compact white limestone with conchoidal fracture,wackestone with foraminifera (?) and thin veins,,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,polished,grain,no,white,,yes,no,yes,sand,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004406,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,"compact white limestone with conchoidal fracture, likely tipo scaglia (SCA, AMM) (wackestone with foraminifera (?) and thin veins).",compact white limestone with conchoidal fracture,wackestone with foraminifera (?) and thin veins,,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,polished,grain,no,white,whitish,yes,no,yes,mud,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004407,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,"compact white limestone with conchoidal fracture, likely tipo scaglia (SCA, AMM) (wackestone with foraminifera (?) and thin veins).",compact white limestone with conchoidal fracture,wackestone with foraminifera (?) and thin veins,,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,polished,grain,no,white,whitish,yes,no,no,sand,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004487,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,"compact white limestone with conchoidal fracture, likely tipo scaglia (SCA, AMM) (wackestone with foraminifera (?) and thin veins).",compact white limestone with conchoidal fracture,wackestone with foraminifera (?) and thin veins,,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,polished,grain,no,white,,no,no,no,mud,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001169,stone.limestone.polishable.grey,calcare_grigio_SiciliaOCC,sicilia-occidentale,calcare_grigio_SiciliaOCC,"graded, with scaglia-type layers",,,,,,,,,,,,,,,,,,,"grey compact limestone with conchoidal fracture, likely tipo scaglia (SCA, AMM) (brownish grey grainstone with light grey wackestone with foraminifera, with thin calcite veins).",grey compact limestone with conchoidal fracture,"brownish grey grainstone with light grey wackestone with foraminifera, with thin calcite veins",,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000508,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",veined,,,,,,,,,,,,,,,,,,,"compact white limestone with conchoidal fracture, stylolites, sparite veins, likely tipo scaglia (SCA, AMM) (wackestone with foraminifera (?) and thin calcite veins).","compact white limestone with conchoidal fracture, stylolites, sparite veins",wackestone with foraminifera (?) and thin calcite veins,,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000513,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,,,,,,,,,"compact white limestone with conchoidal fracture, stylolites, sparite veins, likely tipo scaglia (SCA, AMM) (mudstone to wackestone with foraminifera (?) and thin calcite veins).","compact white limestone with conchoidal fracture, stylolites, sparite veins",mudstone to wackestone with foraminifera (?) and thin calcite veins,,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000584,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,"compact white limestone with conchoidal fracture, likely tipo scaglia (SCA, AMM) (wackestone with foraminifera (?) and thin calcite veins).",compact white limestone with conchoidal fracture,wackestone with foraminifera (?) and thin calcite veins,,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,polished,matrix,no,whitish,,yes,no,no,mud,,no,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000625,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,"compact white limestone with conchoidal fracture, likely tipo scaglia (SCA, AMM) (mudstone to wackestone with foraminifera (?) and thin calcite veins).",compact white limestone with conchoidal fracture,mudstone to wackestone with foraminifera (?) and thin calcite veins,,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,polished,matrix,no,white,,yes,no,yes,mud,,no,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000763,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,,,,unspecified,,,,,"compact white limestone with conchoidal fracture, likely tipo scaglia (SCA, AMM) (wackestone with foraminifera (?)).",compact white limestone with conchoidal fracture,wackestone with foraminifera (?),,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,smooth,,no,white,,yes,no,yes,mud,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000770,stone.limestone.polishable.white,"calcare_bianco_tipo-scaglia, calcare_bianco_scaglia","tipo-scaglia, scaglia, lattimusa","calcare_bianco_tipo-scaglia, calcare_bianco_scaglia",,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,"compact white limestone with conchoidal fracture, likely tipo scaglia (SCA, AMM) (packstone).",compact white limestone with conchoidal fracture,packstone,,,"tipo scaglia (SCA, AMM)",,,,,,,,,,,,polished,matrix,no,whitish,whitish,yes,no,no,mud,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic002030,stone.limestone.polishable.pink,calcare_rosato,unspecified,calcare_rosato,breccia corallina?,,,,,,,,,,,,,,unspecified,,,,,"yellow limestone with red and purple veins, likely tipo giallo antico (crystalline limestone).",yellow limestone with red and purple veins,crystalline limestone,,,tipo giallo antico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic002061,stone.limestone.polishable.pink,calcare_rosato,unspecified,calcare_rosato,purple veins,,,,,,,,,,,,,,,,,,,"pink limestone with red and purple veins, likely tipo giallo antico (crystalline limestone).",pink limestone with red and purple veins,crystalline limestone,,,tipo giallo antico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001868,stone.limestone.polishable.yellow,tipo-giallo-antico,tipo-giallo-antico,tipo-giallo-antico,surface treatment?,,,,,,,,,,,,,,unspecified,,,,yellow limestone ,"yellow limestone, likely tipo giallo antico (crystalline limestone).",yellow limestone,crystalline limestone,,,tipo giallo antico,,,,,,,,,,,,polished,grain,no,yellow,orangish,no,no,no,,sparite,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001965,stone.limestone.polishable.yellow,tipo-giallo-antico,tipo-giallo-antico,tipo-giallo-antico,,,,,,,,,,,,,,,unspecified,,,,,"brecciated yellowish limestone, likely tipo giallo antico (crystalline limestone, grainstone).",brecciated yellowish limestone,"crystalline limestone, grainstone",,,tipo giallo antico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic002096,stone.limestone.polishable.yellow,tipo-giallo-antico,tipo-giallo-antico,tipo-giallo-antico,purple veins,,,,,,,,,,,,,,unspecified,,,,,"yellow limestone with red and purple veins, likely tipo giallo antico (crystalline limestone).",yellow limestone with red and purple veins,crystalline limestone,,,tipo giallo antico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001177,stone.limestone.polishable.white,calcare_bianco_SiciliaOCC_travertino,"sicilia-occidentale, travertino",calcare_bianco_SiciliaOCC_travertino,travertino,,,,,,,,,,,no,Crisanti_FM,Crisanti_FM,limestone,crisanti,,,limestone,"white compact limestone with porosity, likely travertino Segesta (travertine).",white compact limestone with porosity,travertine,,2,travertino Segesta,,,,,,,imerese,crisanti,,,,polished,grain,no,white,white,yes,no,yes,sand,sparite,,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004473,stone.limestone.polishable.polychrome,unspecified,unspecified,unspecified,,,,,,,,,,,,,,,,,,,,"brecciated grey limestone with yellow nodules, red patches, red incrustation, sparite veins, likely unknown ().","brecciated grey limestone with yellow nodules, red patches, red incrustation, sparite veins",,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004488,stone.sedimentary_rock,unspecified,unspecified,unspecified,,,,,,,,,,,,,,,,,,,,"sedimentary or meta-sedimentary rock, likely unknown ().",sedimentary or meta-sedimentary rock,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000191,stone.limestone.polishable.grey,unspecified,sicilia-occidentale,unspecified,,,,,,,,,,,,,,,unspecified,,,,grey limestone ,", likely unspecified (grey nodular limestone).",,grey nodular limestone,,,unspecified,,,,,,,,,,,,polished,matrix,no,grey,,no,no,no,sand,na,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001657,stone.limestone.polishable.red,unspecified,unspecified,unspecified,"rosso carnicino, not sicilian?",,,,,,,,,,,,,,unspecified,,,,red limestone,"red compact limestone, likely unspecified (micro-crystalline limestone).",red compact limestone,micro-crystalline limestone,,,unspecified,,,,,,,,,,,,polished,grain,no,red,,no,no,yes,sand,,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000040,stone.limestone.polishable.white,unspecified,sicilia-orientale,unspecified,,,,,,,,,,,,,,,unspecified,,,,,"white limestone, likely unspecified (microcrystalline limestone with sparitic calcite veins).",white limestone,microcrystalline limestone with sparitic calcite veins,,,unspecified,,,,,,,,,,,,polished,grain,no,whitish,yellowish,yes,no,no,sand,sparite,yes,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000015,stone.limestone.polishable.grey,calcare_grigio_SiciliaOCC,sicilia-occidentale,calcare_grigio_SiciliaOCC,,,,,,,,,,,,,,,unspecified,,,,,"grey massive limestone with fine white veins, likely Western Sicilian grey limestone (microcrystalline limestone with calcite veins).",grey massive limestone with fine white veins,microcrystalline limestone with calcite veins,,,Western Sicilian grey limestone,,,,,,,,,,,,polished,matrix,no,grey,,yes,no,no,,sparite,yes,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000017,stone.limestone.polishable.grey,calcare_grigio_SiciliaOCC,sicilia-occidentale,calcare_grigio_SiciliaOCC,,,,,,,,,,,,,,,unspecified,,,,,"grey massive limestone, likely Western Sicilian grey limestone (microcrystalline limestone).",grey massive limestone,microcrystalline limestone,,,Western Sicilian grey limestone,,,,,,,,,,,,polished,matrix,no,grey,,no,no,no,,sparite,yes,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000021,stone.limestone.polishable.grey,calcare_grigio_SiciliaOCC,sicilia-occidentale,calcare_grigio_SiciliaOCC,,,,,,,,,,,,,,,unspecified,,,,,"grey massive limestone, likely Western Sicilian grey limestone (microcrystalline limestone).",grey massive limestone,microcrystalline limestone,,,Western Sicilian grey limestone,,,,,,,,,,,,polished,matrix,no,grey,,no,no,no,,sparite,yes,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000026,stone.limestone.polishable.grey,calcare_grigio_SiciliaOCC,sicilia-occidentale,calcare_grigio_SiciliaOCC,,,,,,,,,,,,,,,unspecified,,,,,"grey massive limestone, likely Western Sicilian grey limestone (microcrystalline limestone).",grey massive limestone,microcrystalline limestone,,,Western Sicilian grey limestone,,,,,,,,,,,,polished,matrix,no,grey,,yes,no,no,,sparite,yes,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000029,stone.limestone.polishable.grey,calcare_grigio_SiciliaOCC,sicilia-occidentale,calcare_grigio_SiciliaOCC,,,,,,,,,,,,,,,unspecified,,,,,"grey massive limestone, likely Western Sicilian grey limestone (microcrystalline limestone).",grey massive limestone,microcrystalline limestone,,,Western Sicilian grey limestone,,,,,,,,,,,,polished,matrix,no,grey,,yes,no,no,,sparite,yes,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000092,stone.limestone.polishable.grey,calcare_grigio_SiciliaOCC_Crisanti_FM,sicilia-occidentale,calcare_grigio_SiciliaOCC_Crisanti_FM,brecciated,,,,,,,,,,,yes,Crisanti_FM,Crisanti_FM,Crisanti_FM,,,Termini Imerese,calcarenite,"grey limestone , likely Western Sicilian grey limestone (grainstone with rudistid fragments, foraminifera, bryozoans?, micritic and sparry cement).",grey limestone ,"grainstone with rudistid fragments, foraminifera, bryozoans?, micritic and sparry cement",,1,Western Sicilian grey limestone,Sicily,,sand-grade,micrite and sparite,,packstone to grainstone,,,,,,smooth,,no,grey,,no,no,no,sand,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000093,stone.limestone.polishable.grey,calcare_grigio_SiciliaOCC,sicilia-occidentale,calcare_grigio_SiciliaOCC,,,,,,,,,,,,,,,,,,,,,grey limestone with visible fossils and porosity,"crystalline limestone with fossils (orbitolina?), yellowish calcite veins and stylolites",,,Western Sicilian grey limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000114,stone.limestone.polishable.grey,calcare_grigio_SiciliaOCC_Crisanti_FM,sicilia-occidentale,calcare_grigio_SiciliaOCC_Crisanti_FM,,,,,,,,,,,,,Crisanti_FM,Crisanti_FM,unspecified,crisanti,,,,", likely Western Sicilian grey limestone (western sicilian fossiliferous limestone (bioclastic limestone with mollusk fragments and peloids and calcite druse in ghosts)).",,western sicilian fossiliferous limestone (bioclastic limestone with mollusk fragments and peloids and calcite druse in ghosts),,2,Western Sicilian grey limestone,,,,,,,imerese,crisanti,,,,polished,matrix,no,grey,,no,yes,no,sand,sparite,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000128,stone.limestone.polishable.grey,calcare_grigio_SiciliaOCC,sicilia-occidentale,calcare_grigio_SiciliaOCC,veined,,,,,,,,,,,,,,unspecified,,,,,"grey compact limestone, likely Western Sicilian grey limestone (micro-crystalline limestone).",grey compact limestone,micro-crystalline limestone,,,Western Sicilian grey limestone,,,,,,,,,,,,smooth,,no,grey,,no,no,no,sand,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
