ISic,,Ancient place,Date after,Date before,Type of text,Execution,Language,Link to image,Museum,ref ,test batch,text description,subtype,subtype dropdown,"certainty for subtype (1 = high, 2 = medium, 3 = low)",notes and comments,macro description,visually assessed granulometry (Very fine < 0.5mm; fine < 1mm; Medium <2mm; Coarse > 2mm),visually assessed colour ,banded and/or veined,visually assessed colour of veins/bands,smell,micro description (OM + DM),OM desc,DM desc,digital microscopy?,digital microscopy MGS (mm),digital microscopy fabric,digital microscopy GBS,digital microscopy triple points,interpreted?,optical microscopy?,optical microscopy MGS (mm),optical microscopy  fabric,optical microscopy GBS,optical microscopy triple points,microstructure,microscopy lineated,microscopy porphyroblasts,microscopy fine grained areas,microscopy strained crystals,XRD?,,XRD carbonate content (%),main carbonate,Calcite,Magnesian calcite,Dolomite,Aragonite,Quartz,Fe-oxihydroxides,Clay Minerals,Alkali_Feldspars,Plagioclases,Pyroxenes,Sulphates,Sulphides,Olivine,Graphite,other,XRD cell parameter a (nm) ,XRD cell parameter a (nm) +-,XRD cell parameter c (nm),XRD cell parameters c (nm) +-,pXRF?,CaO,SiO2,K2O,Fe2O3,As,Au,Co,Cr,Cu,Fe,Hg,Mn,Nb,Pb,Rb,Sr,Th,Ti,Y,Zn,Zr,microscopy / XRD / EPR: dolomite,microscopy / XRD: plagioclase,microscopy / XRD: rutile,microscopy / XRD: pyrite,microscopy / XRD: magnetite,microscopy / XRD: amphibole,microscopy / XRD: titanite,microscopy / XRD: zircon,microscopy / XRD: serpentine,microscopy / XRD: chlorite,microscopy / XRD: epidote,microscopy / XRD: quartz,microscopy / XRD: K mica,microscopy / XRD: Na mica,microscopy / XRD: Fe ore,microscopy / XRD: gypsum,microscopy / XRD: graphite,microscopy / XRD: apatite,isotopes?,isotopes delta18O,isotopes delta13C,EPR?,EPR Mn2+ ave,EPR Mn2+ stdevp,EPR dolomite %,EPR width ave,EPR width stdevp,EPR g=2.0044 ave,EPR g=2.0044 stdevp,EPR g=14.2515 ave,EPR g=14.2515 stdevp,LA-ICP-MS?,Li 7_2_2_1_1,B 11_2_2_1_1,Na 23_2_1_1,Mg 24_2_1_1,Sc 45_2_1_1,Ti 47_2_1_1,V 51_2_1_1,Cr 52_2_1_1,Mn 55_2_1_1,Fe 57_2_1_1,Co 59_2_1_1,Ni 60_2_1_1,Cu 63_2_1_1,Zn 66_2_1_1,Ga 69_2_1_1,As 75_2_1_1,Rb 85_2_1_1,Sr 88_2_1_1,Y 89_2_1_1,Zr 90_2_1_1,Nb 93_2_1_1,Mo 98_2_1_1,Cd 111_2_1_1,Sb 121_2_1_1,Cs 133_2_1_1,Ba 138_2_1_1,La 139_2_1_1,Ce 140_2_1_1,Nd 142_2_1_1,Sm 152_2_1_1,Eu 153_2_1_1,Gd 158_2_1_1,Dy 164_2_1_1,Er 166_2_1_1,Yb 174_2_1_1,Hf 180_2_1_1,W 184_2_1_1,Pb 208_2_1_1,Bi 209_2_1_1,Th 232_2_1_1,U 238_2_1_1
ISic000220,y,,,,,,,,,,yes,"Very fine to fine-grained, homogeneous, white, calcitic marble, likely Ephesian_white. Optical microscopy: homeoblastic to heteroblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic fabric. OOR isotopes for Carrara, but match for Ephesos",Ephesian_white,Ephesian_white,2,"OOR isotopes for Carrara, but match for Ephesos","Very fine to fine-grained, homogeneous, white, calcitic marble",Very fine to fine,white,homogeneous,none,,"Optical microscopy: homeoblastic to heteroblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic fabric. ","Optical microscopy: homeoblastic to heteroblastic fabric with triple points, mosaic microstructure. ",Digital microscopy: homeoblastic fabric. ,yes,0.3,homeoblastic,"s, c",,yes,yes,0.6,homeoblastic to heteroblastic,"s, c",triple points,mosaic microstructure,,,,,yes,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-1.72,3.73,yes,,,,,,,,,,yes,1.14000,24.92000,197.04000,4322.23000,0.13712,11.15000,1.37000,3.94000,37.19000,392.57000,0.36000,2.32000,0.60000,18.04000,0.19000,0.36000,0.77000,205.79000,1.62000,0.94000,0.20000,0.04000,0.18000,0.04000,0.09000,5.63000,0.76000,0.76000,0.55000,0.10000,0.03000,0.12000,0.15000,0.10000,0.09000,0.00758,6.60000,14.14000,0.93000,0.05000,0.08000
ISic000227,y,,,,,,,,,,yes,"Very fine-grained, homogeneous, white, calcitic marble, likely Pentelic, Docimian. Optical microscopy: heteroblastic to homeoblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic fabric. ","Pentelic, Docimian","Pentelic, Docimian",2,,"Very fine-grained, homogeneous, white, calcitic marble",Very fine,white,homogeneous,none,,"Optical microscopy: heteroblastic to homeoblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic fabric. ","Optical microscopy: heteroblastic to homeoblastic fabric with triple points, mosaic microstructure. ",Digital microscopy: homeoblastic fabric. ,yes,0.5,homeoblastic,na,,yes,yes,0.5,heteroblastic to homeoblastic,"c, e",triple points,mosaic microstructure,,,,,yes,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-4.66,3.8,yes,,,,,,,,,,yes,0.46000,14.59000,302.42000,2956.81000,0.12810,8.24000,0.58000,3.43000,57.61000,279.52000,0.43000,8.23000,3.63000,13.55000,0.30000,0.65000,0.33000,191.51000,2.91000,0.08000,0.03000,0.04000,1.25000,0.31000,0.03000,9.22000,0.93000,0.42000,0.56000,0.11000,0.03000,0.15000,0.21000,0.19000,0.11000,0.00022,12.95000,4.77000,17.66000,0.03000,0.04000
ISic000229,y,,,,,,,,,,yes,"Fine-grained, banded, grey, calcitic (with dolomite) marble, likely Pentelic, Docimian. Optical microscopy: heteroblastic to homeoblastic fabric with triple points, mosaic microstructure. Digital microscopy: heteroblastic to homeoblastic fabric. ","Pentelic, Docimian","Pentelic, Docimian",2,,"Fine-grained, banded, grey, calcitic (with dolomite) marble",Fine,grey,banded,"white, dark grey",,"Optical microscopy: heteroblastic to homeoblastic fabric with triple points, mosaic microstructure. Digital microscopy: heteroblastic to homeoblastic fabric. ","Optical microscopy: heteroblastic to homeoblastic fabric with triple points, mosaic microstructure. ",Digital microscopy: heteroblastic to homeoblastic fabric. ,yes,0.9,heteroblastic to homeoblastic,"c, e",,yes,yes,0.5,heteroblastic to homeoblastic,"c, s",triple points,mosaic microstructure,,,,,yes,,0,calcitic (with dolomite),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-4.89,3.74,yes,,,,,,,,,,yes,0.52000,5.60000,88.14000,2535.74000,0.35786,2.47000,0.27000,3.26000,60.53000,190.78000,0.19000,2.41000,0.68000,16.84000,0.09000,0.69000,0.09000,161.84000,3.68000,0.24000,0.01000,0.01000,1.19000,0.11000,0.01000,3.30000,1.45000,0.38000,0.99000,0.17000,0.04000,0.13000,0.31000,0.22000,0.18000,0.00683,6.40000,1.85000,5.76000,0.02000,0.05000
ISic000232,y,,,,,,,,,,yes,"Very fine to fine-grained, veined (scritto), white, calcitic marble, likely Ephesian_scritto. Optical microscopy: heteroblastic to homeoblastic fabric with mosaic microstructure, fine-grained areas. Digital microscopy: homeoblastic to heteroblastic fabric. ",Ephesian_scritto,Ephesian_scritto,2,,"Very fine to fine-grained, veined (scritto), white, calcitic marble",Very fine to fine,white,veined (scritto),black,,"Optical microscopy: heteroblastic to homeoblastic fabric with mosaic microstructure, fine-grained areas. Digital microscopy: homeoblastic to heteroblastic fabric. ","Optical microscopy: heteroblastic to homeoblastic fabric with mosaic microstructure, fine-grained areas. ",Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,0.4,homeoblastic to heteroblastic,c ,,yes,yes,0.9,heteroblastic to homeoblastic,"s, e",,mosaic microstructure,,,fine-grained areas,,yes,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-2.61,3.35,yes,,,,,,,,,,yes,0.57000,6.15000,155.42000,1674.18000,0.08278,5.76000,0.51000,3.86000,9.13000,200.73000,0.18000,3.05000,1.70000,7.45000,0.28000,0.17000,0.23000,262.27000,0.23000,0.04000,0.02000,0.01000,0.11000,0.22000,0.02000,10.22000,0.26000,0.36000,0.20000,0.04000,0.01000,0.05000,0.03000,0.03000,0.02000,0.00093,2.67000,3.53000,26.70000,0.08000,1.46000
ISic000234,,,,,,,,,,,,"Coarse-grained, homogeneous, grey, calcitic, smelly marble, likely Parian-1, Parian-2, Parian-4. Digital microscopy: heteroblastic to homeoblastic fabric. ","Parian-1, Parian-2, Parian-4","Parian-1, Parian-2, Parian-4",3,,"Coarse-grained, homogeneous, grey, calcitic, smelly marble",Coarse,grey,homogeneous,none,smelly,Digital microscopy: heteroblastic to homeoblastic fabric. ,,Digital microscopy: heteroblastic to homeoblastic fabric. ,yes,2.2,heteroblastic to homeoblastic,na,,,,,,,,,,,,,yes,,,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000297,,,,,,,,,,,,"Very fine-grained, homogeneous, white, smelly marble, likely Lunense. Digital microscopy: homeoblastic fabric. ",Lunense,Lunense,2,,"Very fine-grained, homogeneous, white, smelly marble",Very fine,white,homogeneous,none,smelly,Digital microscopy: homeoblastic fabric. ,,Digital microscopy: homeoblastic fabric. ,yes,0.3,homeoblastic,"s, c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000298,,,,,,,,,,,,"Fine to medium-grained, banded, white, smelly marble, likely Proconnesian. Digital microscopy: heteroblastic fabric. ",Proconnesian,Proconnesian,2,,"Fine to medium-grained, banded, white, smelly marble",Fine to medium,white,banded,grey,smelly,Digital microscopy: heteroblastic fabric. ,,Digital microscopy: heteroblastic fabric. ,yes,1.7,heteroblastic,"c, e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000307,,,,,,,,,,,,"Coarse-grained, banded, white, smelly marble, likely Aphrodisian, Parian-2, Parian-4, Proconnesian. Digital microscopy: homeoblastic to heteroblastic fabric. ","Aphrodisian, Parian-2, Parian-4, Proconnesian","Aphrodisian, Parian-2, Parian-4, Proconnesian",2,,"Coarse-grained, banded, white, smelly marble",Coarse,white,banded,grey,smelly,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,2.5,homeoblastic to heteroblastic,"c, e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000308,,,,,,,,,,,,"Fine-grained, homogeneous, grey, smelly marble, likely Docimian, Pentelic, Parian-1. Digital microscopy: homeoblastic to heteroblastic fabric. ","Docimian, Pentelic, Parian-1","Docimian, Pentelic, Parian-1",2,,"Fine-grained, homogeneous, grey, smelly marble",Fine,grey,homogeneous,none,smelly,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,1.1,homeoblastic to heteroblastic,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000315,,,,,,,,,,,,"Fine-grained, homogeneous, white marble, likely Lunense, Docimian, Göktepe, Hymettan. Digital microscopy: homeoblastic fabric. ","Lunense, Docimian, Göktepe, Hymettan","Lunense, Docimian, Göktepe, Hymettan",2,,"Fine-grained, homogeneous, white marble",Fine,white,homogeneous,none,,Digital microscopy: homeoblastic fabric. ,,Digital microscopy: homeoblastic fabric. ,yes,0.6,homeoblastic,"c, s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000316,,,,,,,,,,,,"Fine-grained, veined, white marble, likely Lunense, Docimian, Göktepe, Hymettan. Digital microscopy: homeoblastic fabric. ","Lunense, Docimian, Göktepe, Hymettan","Lunense, Docimian, Göktepe, Hymettan",2,,"Fine-grained, veined, white marble",Fine,white,veined,dark grey,,Digital microscopy: homeoblastic fabric. ,,Digital microscopy: homeoblastic fabric. ,yes,0.6,homeoblastic,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000330,,,,,,,,,,,,"Fine to medium-grained, homogeneous, white marble, likely Aphrodisian, Parian-2, Parian-1, Parian-3, Proconnesian, Ephesian_white. Digital microscopy: heteroblastic to homeoblastic fabric. ","Aphrodisian, Parian-2, Parian-1, Parian-3, Proconnesian, Ephesian_white","Aphrodisian, Parian-2, Parian-1, Parian-3, Proconnesian, Ephesian_white",2,,"Fine to medium-grained, homogeneous, white marble",Fine to medium,white,homogeneous,none,,Digital microscopy: heteroblastic to homeoblastic fabric. ,,Digital microscopy: heteroblastic to homeoblastic fabric. ,yes,1.9,heteroblastic to homeoblastic,"s, c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000337,,,,,,,,,,,,"Very fine-grained, veined, white marble, likely Lunense, Docimian, Göktepe, Hymettan. Digital microscopy: homeoblastic fabric. ","Lunense, Docimian, Göktepe, Hymettan","Lunense, Docimian, Göktepe, Hymettan",2,,"Very fine-grained, veined, white marble",Very fine,white,veined,dark grey,,Digital microscopy: homeoblastic fabric. ,,Digital microscopy: homeoblastic fabric. ,yes,0.5,homeoblastic,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000340,,,,,,,,,,,,"Fine to medium-grained, homogeneous, white marble, likely Aphrodisian, Parian-1, Parian-2, Parian-3, Parian-4, Proconnesian, Ephesian_white. Digital microscopy: heteroblastic fabric. ","Aphrodisian, Parian-1, Parian-2, Parian-3, Parian-4, Proconnesian, Ephesian_white","Aphrodisian, Parian-1, Parian-2, Parian-3, Parian-4, Proconnesian, Ephesian_white",2,,"Fine to medium-grained, homogeneous, white marble",Fine to medium,white,homogeneous,whitish,,Digital microscopy: heteroblastic fabric. ,,Digital microscopy: heteroblastic fabric. ,yes,1.7,heteroblastic,"s, c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000366,,,,,,,,,,,yes,"Very fine to fine-grained, homogeneous, white, calcitic marble, likely Lunense. Optical microscopy: homeoblastic to heteroblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic fabric. OOR isotopes",Lunense,Lunense,3,OOR isotopes,"Very fine to fine-grained, homogeneous, white, calcitic marble",Very fine to fine,white,homogeneous,none,,"Optical microscopy: homeoblastic to heteroblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic fabric. ","Optical microscopy: homeoblastic to heteroblastic fabric with triple points, mosaic microstructure. ",Digital microscopy: homeoblastic fabric. ,yes,0.5,homeoblastic,"c, s",,yes,yes,0.8,homeoblastic to heteroblastic,"c, e",triple points,mosaic microstructure,,,,,yes,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1.86,1.77,yes,,,,,,,,,,yes,0.32357,0.17073,26.68124,893.2629,0.41197,10.85104,0.50833,0.26478,10.76787,63.42791,0.07667,0.06639,0.11214,3.69923,0.02859,-0.00993,0.0699,59.50258,0.39623,0.10717,0.02532,0.02625,1.0671,0.02398,0.01498,1.24673,0.14448,0.14285,0.09626,0.01587,0.01415,0.09028,0.13229,0.04742,0.04584,0.05358,0.30453,0.07104,0.01352,0.02404,0.15891
ISic000368,,,,,,,,,,,yes,"Very fine-grained, homogeneous, white, calcitic marble, likely Lunense. Optical microscopy: homeoblastic to heteroblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic fabric. ",Lunense,Lunense,1,,"Very fine-grained, homogeneous, white, calcitic marble",Very fine,white,homogeneous,none,,"Optical microscopy: homeoblastic to heteroblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic fabric. ","Optical microscopy: homeoblastic to heteroblastic fabric with triple points, mosaic microstructure. ",Digital microscopy: homeoblastic fabric. ,yes,0.4,homeoblastic,c,,yes,yes,0.5,homeoblastic to heteroblastic,"s, c",triple points,mosaic microstructure,,,,,yes,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-1.72,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000378,,,,,,,,,,,,"Fine-grained, banded, white marble, likely Lunense, Docimian, Göktepe, Pentelic. Digital microscopy: homeoblastic to heteroblastic fabric. ","Lunense, Docimian, Göktepe, Pentelic","Lunense, Docimian, Göktepe, Pentelic",2,,"Fine-grained, banded, white marble",Fine,white,banded,grey,,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,0.9,homeoblastic to heteroblastic,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000383,,,,,,,,,,,,"Coarse-grained, homogeneous, white marble, likely Aphrodisian, Parian-2, Parian-4, Proconnesian. Digital microscopy: heteroblastic fabric. ","Aphrodisian, Parian-2, Parian-4, Proconnesian","Aphrodisian, Parian-2, Parian-4, Proconnesian",2,,"Coarse-grained, homogeneous, white marble",Coarse,white,homogeneous,none,,Digital microscopy: heteroblastic fabric. ,,Digital microscopy: heteroblastic fabric. ,yes,2.2,heteroblastic,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000401,,,,,,,,,,,,"Fine-grained, homogeneous, white marble, likely Hymettan, Lunense, Docimian, Göktepe. Digital microscopy: homeoblastic fabric. ","Hymettan, Lunense, Docimian, Göktepe","Hymettan, Lunense, Docimian, Göktepe",2,,"Fine-grained, homogeneous, white marble",Fine,white,homogeneous,none,,Digital microscopy: homeoblastic fabric. ,,Digital microscopy: homeoblastic fabric. ,yes,0.6,homeoblastic,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000404,,,,,,,,,,,,"Very fine-grained, homogeneous, white marble, likely Aphrodisian, Docimian, Lunense, Pentelic. Digital microscopy: homeoblastic fabric. ","Aphrodisian, Docimian, Lunense, Pentelic","Aphrodisian, Docimian, Lunense, Pentelic",3,,"Very fine-grained, homogeneous, white marble",Very fine,white,homogeneous,none,,Digital microscopy: homeoblastic fabric. ,,Digital microscopy: homeoblastic fabric. ,yes,0.3,homeoblastic,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000408,y,,,,,,,,,,yes,"Very fine-grained, homogeneous, white, calcitic marble, likely Docimian, Pentelic. Optical microscopy: homeoblastic fabric with triple points, mosaic microstructure, fine-grained areas. Digital microscopy: homeoblastic fabric. no reasonable match between mgs and isotopes","Docimian, Pentelic","Docimian, Pentelic",2,no reasonable match between mgs and isotopes,"Very fine-grained, homogeneous, white, calcitic marble",Very fine,white,homogeneous,none,,"Optical microscopy: homeoblastic fabric with triple points, mosaic microstructure, fine-grained areas. Digital microscopy: homeoblastic fabric. ","Optical microscopy: homeoblastic fabric with triple points, mosaic microstructure, fine-grained areas. ",Digital microscopy: homeoblastic fabric. ,yes,0.4,homeoblastic,na,,yes,yes,0.6,homeoblastic,"c, e",triple points,mosaic microstructure,,,fine-grained areas,,yes,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-6.59,2.58,yes,,,,,,,,,,yes,0.43000,12.68000,77.48000,3875.58000,0.15988,35.41000,0.28000,3.37000,1.09000,62.11000,371.20000,0.14000,3.84000,1.27000,25.84000,0.06000,0.37000,-0.18000,174.46000,3.23000,2.73000,0.22000,0.02000,0.41000,0.06000,0.02000,1.11000,1.15000,0.54000,0.84000,0.16000,0.04000,0.18000,0.31000,0.23000,0.09592,0.08000,4.06000,3.16000,2054.10000,1.00000
ISic000413,,,,,,,,,,,,"Very fine-grained, homogeneous, white marble, likely Aphrodisian, Lunense, Docimian, Göktepe, Hymettan, Pentelic. Digital microscopy: homeoblastic fabric. ","Aphrodisian, Lunense, Docimian, Göktepe, Hymettan, Pentelic","Aphrodisian, Lunense, Docimian, Göktepe, Hymettan, Pentelic",3,,"Very fine-grained, homogeneous, white marble",Very fine,white,homogeneous,none,,Digital microscopy: homeoblastic fabric. ,,Digital microscopy: homeoblastic fabric. ,yes,0.4,homeoblastic,na,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000417,y,,,,,,,,,,yes,"Fine-grained, homogeneous, white, calcitic marble, likely Parian-2. Optical microscopy: heteroblastic to homeoblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic to heteroblastic fabric. ",Parian-2,Parian-2,2,,"Fine-grained, homogeneous, white, calcitic marble",Fine,white,homogeneous,none,,"Optical microscopy: heteroblastic to homeoblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic to heteroblastic fabric. ","Optical microscopy: heteroblastic to homeoblastic fabric with triple points, mosaic microstructure. ",Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,0.7,homeoblastic to heteroblastic,"c, e",,yes,yes,0.8,heteroblastic to homeoblastic,"c, e",triple points,mosaic microstructure,,,,,yes,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-1.54,2.10,yes,,,,,,,,,,yes,6.95000,76.30000,845.71000,9126.07000,2.10464,972.85000,37.74000,26.54000,648.88000,3798.44000,3.40000,24.97000,15.69000,353.30000,0.81000,2.28000,9.56000,1147.50000,32.81000,1.88000,0.93000,0.17000,1.60000,1.12000,0.63000,14.50000,11.49000,6.10000,10.73000,1.93000,0.57000,4.00000,3.63000,2.66000,2.57000,0.02459,129.27000,4056.78000,2738.78000,0.49000,2.57000
ISic000438,,,,,,,,,,,,"Very fine-grained, homogeneous, white marble, likely Lunense, Docimian, Göktepe, Hymettan. Digital microscopy: homeoblastic to heteroblastic fabric. ","Lunense, Docimian, Göktepe, Hymettan","Lunense, Docimian, Göktepe, Hymettan",2,,"Very fine-grained, homogeneous, white marble",Very fine,white,homogeneous,none,,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,0.5,homeoblastic to heteroblastic,"c, e",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000439,y,,,,,,,,,,yes,"Very fine to medium-grained, banded, white, calcitic, smelly marble, likely Proconnesian. Optical microscopy: heteroblastic fabric with mosaic microstructure, strained crystals. Digital microscopy: heteroblastic to homeoblastic fabric. ",Proconnesian,Proconnesian,2,,"Very fine to medium-grained, banded, white, calcitic, smelly marble",Very fine to medium,white,banded,grey,smelly,"Optical microscopy: heteroblastic fabric with mosaic microstructure, strained crystals. Digital microscopy: heteroblastic to homeoblastic fabric. ","Optical microscopy: heteroblastic fabric with mosaic microstructure, strained crystals. ",Digital microscopy: heteroblastic to homeoblastic fabric. ,yes,0.5,heteroblastic to homeoblastic,"c, e",,yes,yes,2.1,heteroblastic,e,,mosaic microstructure,,,,strained crystals,yes,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-6.96,2.41,yes,,,,,,,,,,yes,0.34000,4.68000,66.70000,3039.39000,0.08983,5.26000,0.59000,3.88000,5.38000,200.73000,0.14000,1.95000,2.54000,9.01000,0.06000,0.28000,0.32000,243.05000,0.36000,0.06000,0.02000,0.01000,0.20000,0.09000,0.03000,1.68000,0.47000,0.52000,0.31000,0.05000,0.01000,0.05000,0.05000,0.04000,0.03000,0.00193,11.85000,54.99000,11.86000,0.14000,0.04000
ISic000442,,,,,,,,,,,,"Coarse-grained, homogeneous, white marble, likely Aphrodisian, Parian-2, Parian-4, Proconnesian. Digital microscopy: heteroblastic to homeoblastic fabric. ","Aphrodisian, Parian-2, Parian-4, Proconnesian","Aphrodisian, Parian-2, Parian-4, Proconnesian",2,,"Coarse-grained, homogeneous, white marble",Coarse,white,homogeneous,none,,Digital microscopy: heteroblastic to homeoblastic fabric. ,,Digital microscopy: heteroblastic to homeoblastic fabric. ,yes,2.3,heteroblastic to homeoblastic,c,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
